Power Plant,Incident,Predicted Labels
Davis-Besse,"The probable cause of this axial flaw indication on the 2-1/2 inch diameter Reactor Coolant Pump 1-1 cold leg drain line nozzle-to-elbow dissimilar metal butt weld is less than adequate welding process during initial plant construction in 1975. Residual stresses from extensive localized grinding and repair of a crack, slag, and a lack of penetration resulted in a flaw in this weld. There are two possibilities for the resultant axial flaw indication. Either a latent construction flaw remained from several localized weld repairs and was hidden in the weld butter by the radiograph penetrameter, or the weld repairs resulted in a crack initiation site. The residual stresses from the construction weld repairs when combined with the conducive environment of the Reactor Coolant System, plus the susceptibility of Alloy 600 material established the presence of the three key elements for the development of primary water stress corrosion cracking in spite of the low susceptibility (lower operating temperature) of the cold leg drain lines. None of the other three cold leg drain lines required a localized repair of the nozzle-to-elbow butt weld involving repetitive grinding like the Reactor Coolant Pump 1-1 cold leg drain line nozzle-to-elbow butt weld during initial plant construction.
The welding process is identified as only a probable cause since metallurgical examination of the axial flaw indication was not performed to provide validation of the cause. 
analysis of the failed piping was performed to determine a definitive cause of the piping failure. However, the piping is located directly below the steam pathway as it exits the low pressure turbine. Because of the observed complete shear of the piping and apparent lack of supports for this piping inside the condenser, the piping likely failed due to cyclic fatigue (most probable cause). This fatigue was likely the result of turbulent steam flow from the discharge of the turbine contacting the horizontal sections of the piping, resulting in piping vibration and/or deflection, and the resultant cyclic stresses eventually led to failure of the piping.
The turbine bearing waste water and oil drain piping was not included in key design documents and the system engineer was not aware that the piping existed, which allowed the situation to remain undetected for an extended period of time. Therefore, review of design information incorrectly determined that this piping was not installed at the DBNPS. This lack of information in key design documents helped create a mindset that would carry over to later Operating Experience reviews.
Review of this event identified that industry documents (Operating Experience) were published prior to the DBNPS manual reactor trip regarding failures or degradation of turbine bearing waste water and oil drain piping. While some of these piping failures were attributed to erosion/corrosion of the piping, others were similar to the DBNPS event where the piping failed suddenly, resulting in a rapid plant shutdown and/or trip. This event may have been prevented had a more rigorous review of industry experience been performed, which may have led to the identification that similar drain piping was installed at the DBNPS.","['continuous learning', 'problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"A problem Solving and Decision Making team was convened, and the investigation determined that the cause of the high condenser pressure was due to air in-leakage from a broken Low Pressure Turbine Bearing Waste Water and Oil Drain pipe [TF-DRN]. The purpose of this drain pipe (also referred to as a ""slop"" drain) is to collect any oil and waste water from around the low pressure turbine bearings and route this waste to a common collection sump. Four of these 1'/2 inch drain lines exist, one for each Low Pressure Turbine Bearing. Because of the location of the catch basin, the drain lines are each routed through the Condenser. These drain lines are designed to remove water or oil that may accumulate due to mis-operation or malfunction of the turbine steam seal or lubricating oil system and/or spillage and seepage that may occur during maintenance outages. An additional purpose of these drain lines is to provide a means to collect and retain turbine bearing lube oil in the event of a catastrophic or chronic bearing oil leak. However, during normal operations, these drain lines have no flow.
Inspection of the Low Pressure Turbine 1-1 bearing number 4 drain piping at the condenser outlet via boroscope revealed the piping experienced a complete shear a few inches inside the condenser. The failed drain piping was plugged/capped at both ends via a Temporary Modification. A stabilizing pipe was also inserted to ensure the piping was supported to prevent potential damage to the condenser internals during the balance of the operating cycle. Condenser pressures returned to normal following plugging/capping of the drain piping, and the plant was returned to power operations. Because the piping was plugged and capped without removal or inspection of the broken piping, no metallurgical","['decision making', 'problem identification and resolution', 'work processes']"
Davis-Besse,"
The probable cause of the LVSGR and CCW Room ventilation dampers/louvers not being able to withstand design basis tornado induced differential pressures is a less than adequate initial design in that the ventilation dampers were never considered as being subject to tornado differential pressure loading, and therefore were under-designed. Evaluation of this issue found no information that addressed tornado differential pressure for dampers, ductwork, or the ventilation systems. The focus on protecting the plant from natural phenomenon appeared to have been placed only on the plant's structures, The construction design specification, issued in 1972, did not address tornado differential pressures. Due to the age of this specification, no information was obtained on how the specification was developed.","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The Radiation Monitor optical isolation boards are input/output cards that provide electrical separation between the microprocessor and its input and output signals. Through these boards, external monitor status bits are read and made available to the CPU. Also, control bits are transferred from the CPU to external devices such as relays or solenoids. Although the boards were tested at the vendor facility using DBNPS software, the boards would not function as desired when installed in the system. The new optical isolation board installed for the iodine channel on October 15, 2007, resulted in repositioning of three valves to their bypass positions, rendering monitor RE4598BA inoperable.
When the optical isolation boards were replaced and RE4598BA was returned to service on October 16, 2007, inadequate Post Maintenance Testing of the circuit function was performed. The Post Maintenance Test Manual does not include additional requirements for testing the unique functions associated with the radiation monitor electronic isolator and relay boards.
Procedure DB-SC-03218, ""Quarterly Functional Test of RE4598BA, Station Vent Normal Range Radiation Monitor"" (Revision 07), did not adequately test the system to validate that it was capable of performing its designated function. When the normal range monitor is in the bypass mode, the three radiation detector channels do not see flow and cannot sense increasing Station Vent radiation levels. A separate verification of the required flow path was not considered necessary due to the perception that it was verified indirectly using the low flow check and by observing normal flow through the monitor on available indicators.
A contributing cause to the events was less than adequate work practices in that the Shift Senior Reactor Operators (SROs) did not thoroughly challenge assumptions and unexpected conditions, or confirm details when uncertainty existed. The mindset that the low flow condition was limited to a sampling problem was non-conservative and influenced follow-up decisions that could have identified the condition that RE4598BA was in bypass and inoperable before releasing the opposite train monitor for work.","['personal accountability', 'problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"On October 29, 2007, with the plant in Mode 1 at approximately 100 percent power, Decay Heat Removal Train 1 was declared inoperable in order to perform scheduled maintenance. The train was safety tagged and the piping drained under a clearance per procedure NOP-OP-1001, Clearance and Tagging Program. The piping downstream of valve DH1B, Decay Heat Removal Pump 1 Discharge to the Reactor Coolant System (a Containment Isolation Valve), did not need to be drained for the maintenance activities and was kept full of water by closing DH1B prior to draining the system.
Following work completion and removal of the safety clearance, the train was filled and vented on October 31, 2007, in accordance with the system operating procedure (DB-OP-06012 Revision 29) and an Operations Evolution Order developed to provide instructions for pump restoration. Venting from valves DH177/DH177A, Decay Heat Removal Pump 1 Discharge to Reactor Coolant System Vent, was marked as being not applicable in the system operating procedure because Containment was inaccessible, and because DH1B was closed prior to the start of Decay Heat Removal Train 1 draining.
Neither the system operating procedure section for filling and venting Decay Heat Removal Train 1 following maintenance in Modes 1 to 3 nor the Operations Evolution Order contained instructions to vent from DH73, Decay Heat Pump 1 Discharge Line Leak Test Connection Valve, which was the high point of piping drained during the train outage. DH73 is located at elevation 567'-0"" and venting from this location would have ensured the train was water solid to the upstream side of DH1B.
The cause of this event was determined to be inadequate procedural guidance for recovering the Decay Heat Removal System following on-line maintenance. The system operating procedure DB-OP- 06012 contains sections for starting, operating and recovering the system in all phases of system operation. Included are sections 4.39 and 4.40 for filling and venting the Decay Heat Removal Trains following maintenance during Modes 1 to 3. The guidance of these two sections is focused on recovering from maintenance to the Decay Heat Removal Pump and Cooler, and they do not take into account that maintenance may have been performed on some system piping sections downstream of the cooler, and that these piping sections need to be vented prior to returning the system to operable status.","['decision making', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The axial flaw was located in the alloy 82/182 portion of the dissimilar metal weld. The thickness of the alloy 82/182 portion of the dissimilar metal weld is approximately 1.25 inches. The Decay Heat Removal Drop Line had been in service for 19.25 effective full power years (EFPY) at a temperature of 606.4 degrees Fahrenheit.
The probable cause of the axial flaw in the hot leg to decay heat removal nozzle dissimilar metal butt weld was determined to be the result of PWSCC that resulted in the axial flaw progressing through-wall, and resulted with water seeping during the application of the structural weld overlay. The stress corrosion failure mode is supported by ultrasonic examination results which confirm a similar profile and characteristics to stress corrosion cracking at other plants established by metallurgical examination.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"The cause of the Potter and Brumfield MDR 4121 rotary relays to fail in mid-position was a misapplication of the relays. These relays were not designed to have the coil wired through its own contacts, and in doing so, in some instances the contacts can de-energize the coil before the relay has completely moved the contacts to the spring holding position. This causes all the relay contacts to remain open and not in the desired state. The relay manufacturer makes other relays that are specifically designed to use its own contacts to set or reset the latch and unlatch coils, and the physical point gap of the contact is manufactured to allow the correct timing of the device.
When NRC Information Notice 92-19 was issued in 1992 to describe this issue with the Potter and Brumfield MDR rotary relays, there were no MDR relays used at the DBNPS. In 1999, the MDR relays were identified as a replacement for Westinghouse Latching Type AR relays for which the mechanical latch attachments had been discontinued and the magnetic replacements were not seismically qualified. The Potter and Brumfield MDR rotary relays were installed in the CAC fan circuits in 2000 and 2001. Due to an inadequate design change, the operating experience with the Potter and Brumfield MDR rotary relays was not effectively used to prevent the problems identified.","['problem identification and resolution', 'work processes']"
Davis-Besse,"In 2002, the two temperature elements (TESP15A and TESP15B) [10-TE] providing indication of the steam temperature at the inlet to the high pressure turbine were replaced with new Rosemount series 0078 Platinum Resistance Temperature Detectors (RTDs) along with matched transmitters to provide a greater accuracy than the previously installed RTDs. This replacement was done as part of the modification to install a Leading Edge Flow Meter and improve the accuracy of the plant power calorimetric measurement to allow an increase of 1.63 percent rated thermal power. The changes to the Operating License and Technical Specifications for this 1.63 percent rated thermal power increase were approved by the NRC on June 30, 2008 and plant power was increased accordingly on July 14, 2008.
The Rosemount series 0078 RTD is a wire wound device with a resistance that changes as a function of temperature. The wire coil is encapsulated in a spring loaded sensor assembly, and the sensor is installed in a thermowell with the tip compressed against the end of the thermowell via a spring to provide an accurate measurement of the temperature along with a faster response time and better vibration resistance.
The RTD providing the erroneous indication (TESP15A) was removed from the system and sent for failure analysis, which determined that the temperature element had been damaged by vibration, resulting in the output shifting low. The Main Steam piping where the temperature element is installed is subject to constant vibration while the plant is in operation. The damage was caused by the piping vibration in conjunction with the incorrect length of the RTD. The RTD is approximately the same length as the thermowell in which it is installed. However, the RTD should be approximately 0.5 inches longer than the thermowell to ensure proper compression of the sensing element. Without the proper compression, additional movement of the RTD in the thermowell is likely, contributing to the vibration­ induced failure. The RTDs installed in 2002 were the same length as the originally installed RTDs, so the short RTD length appears to be a latent error from original plant construction. The original Rosemount 104AFP RTDs (installed prior to 2002) were less accurate than the new RTDs but appear to have been much more rugged, so the length of the thermowell and vibration did not adversely affect their operation.","['problem identification and resolution', 'work processes']"
Davis-Besse,"Following the DBNPS June 9, 1985, Loss of Feedwater Event (Reference LER 85-013), the SFRCS was re-designed, which included a complete replacement of the SFRCS cabinets in 1998. The condition identified above was introduced as part of the design and implemented with the replacement of the SFRCS cabinets during that 1988 time period.
The root cause of the event is less than adequate time allowed for development of the modification that re-designed the SFRCS in that the schedule for implementing the modification was accelerated. The original design specification for SFRCS issued included a requirement for auctioneered power supplies. It was determined by Management personnel to accelerate the outage schedule in order to return the Unit to service. As a result of the accelerated schedule, the original design of the SFRCS system was not installed. Specifically, the requirement for auctioneered power supplies was removed without adequately addressing the impact on the system after it was determined that including power supply auctioneering would not support the schedule for restart of the plant.","['decision making', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The direct cause of the unacceptable CRDM nozzle and J-groove weld flaws with RCS pressure boundary leakage is primary water stress corrosion cracking (PWSCC) that resulted in flaws propagating through the CRDM nozzle or through the length of the weld with boric acid leakage onto the reactor vessel closure head. This cause is supported by an ink:la-dent technical review of the UT examinations, destructive examinations of samples from two CRDM nozzles, and aligns with industry experience for reactor vessel closure heads and CRDM nozzles constructed of Alloy 600 material. The DBNPS reactor vessel closure head was replaced due to the discovery of degradation as documented in DBNPS Licensee Event Report 2002-002. The current DBNPS reactor vessel closure head, which was purchased from the cancelled Midland Unit #2 and placed in service in September 2003, has been in service for three operating cycles. No.RCS pressure boundary leakage had been identified during previous bare metal visual examinations of this RVCH.
Operating temperatures of the DBNPS RVCH were previously considered to be equal to the highest RCS hot leg temperature at approximately 606.4°F. Analysis performed following discovery of RCS pressure boundary leakage on March 13, 2010, determined the temperature of the water circulating thrbugh the upper region of the RVCH is approximately seven to eight degrees warmer than previously understood. This is due to channeling of warmer water leaving fuel assemblies located below the control rod guide tubes to the RVCH. The core fuel design determines the fuel assemblies' power and subsequent water exit temperature. The RVCH temperature is used to calculate Effective Degradation Years and Re-Inspection Years, which are used in the calculation to determine when the next inspection is required to be performed per regulations.
The Root Cause of the CRDM nozzle cracking and J-groove weld flaws with RCS pressure boundary leakage was a less than adequate perception of the risk of PWSCC susceptibility with the replacement RVCH resulting in inadequate identification, development, and implementation of interim actions to mitigate degradation prior to replacement with a PWSCC resistant Alloy 690 RVCH.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"board for the Auxiliary Feedwater Pump 2 discharge control solenoid valve. While the position controller board was designed to a DC power supply of 90 to 140 VDC, DC grounds can cause elevated power supply voltages in excess of 140 VDC and as high as 280 VDC relative to ground.
The root cause of this event is a lack of program implementation by the site organizations for DC ground hunting. No organization had advocated ownership for the process of DC ground hunting or reinforced expectations for the prioritization and resolution of DC system grounds, and there was not a clear ownership for the process of DC ground hunting. This resulted in a mindset for all organizations to inadequately prioritize DC ground indications.
The direct cause of Auxiliary Feedwater Train 2 being inoperable for longer than allowed per the TS Limiting Condition of Operation was the existence of a hard ground on DC motor control center 2 due to the main transformer oil pump flow indicating switch for cooler #3 being stuck in the closed position resulting in the failed AFW discharge control solenoid valve (FV6451). This ground fault, which existed for approximately 18 days, induced a voltage greater than the design capacity of the position controller","['effective safety communication', 'leadership safety values and actions', 'problem identification and resolution', 'work processes']"
Davis-Besse,"
The root cause for fuel assemblies being located in the spent fuel pool in a pattern prohibited by the Technical Specifications is less than adequate assessment of the risks and consequences when making changes in the guidance for describing acceptable analyzed fuel assembly storage patterns in support of the SFP re-rack project LAR. Relocating specific spent fuel pool loading pattern restrictions from the TS to administrative procedures eventually allowed other pertinent information to be eliminated from the TS Bases without the risks and consequences of the change to be realized.
A contributing cause for fuel assemblies located in the spent fuel pool in a pattern prohibited by the Technical Specifications is less than adequate accountability for literal compliance with Technical Specifications. The less than adequate accountability for literal compliance with Technical Specifications resulted in several organizations believing the problem was administrative in nature without discussing literal compliance with Technical Specifications.","['leadership safety values and actions', 'personal accountability', 'problem identification and resolution', 'work processes']"
Davis-Besse,A contributing cause of the as-found test setpoint of the PSVs found to be greater than the TS allowable value of less than or equal to 2525 psig is the Pressurizer Code Safety Valve as-left allowable range (+/- 1 percent) does not provide a balanced margin to accommodate setpoint drift given the skewed +1 percent/-3 percent as-found acceptance requirements.,"['problem identification and resolution', 'work processes']"
Davis-Besse,"
The CAC outlet temperature control valves are unusual in that they are fail-open air-operated Containment Isolation valves. In addition, the temperature control valves are interlocked with the CAC fan motors that operate in multiple speeds with complicated logic schemes (including multiple inputs from the SFAS). The control logic for the CAC 3 outlet temperature control valve is further complicated by the fact that it can be powered from either train of electrical power.
The root cause of this event was that the elementary wiring diagram used to prepare the clearance did not reference an additional drawing to inform the reviewer of breaker contacts that impact the power supply to the CAC 3 Outlet Temperature Control Valve controls. The clearance preparer and reviewer failed to identify this breaker interlock, resulting in the CAC 3 Outlet Temperature Control Valve being rendered inoperable when the clearance was revised on November 30, 2010. The valve remained inoperable until discovered on January 22, 2011, during routine testing.","['problem identification and resolution', 'work processes']"
Davis-Besse,"The root cause for the momentary reductions in the control signals to the Auxiliary Feedwater Pump and Motor-Driven Feedwater Pump discharge valves was the station decision in 1991 to remove the specific requirement that had been put in place to exclude radio usage in the vicinity of the Auxiliary Shutdown Panel. The basis behind this inadequate station decision was not documented. The decision resulted in the Auxiliary Shutdown Panel not being labeled as a radio restricted area; thus allowing the use of radios within the vicinity of the Auxiliary Shutdown Panel.
A contributing cause is the lack of content and knowledge of procedure, DB-OP-06441, Radio Communication System. This procedure does not list the area in the vicinity of the Auxiliary Shutdown Panel (within 6 feet) as a radio restricted area when the cabinet doors are open and only provides a general recommendation for radio users to be advised not to operate their radios within two feet of plant electrical and electronic equipment. The maintenance personnel involved in the fire detection test were not aware of this procedure.","['decision making', 'effective safety communication', 'work processes']"
Davis-Besse,"The plant's design basis is that non-safety related electrical equipment, whose failure under postulated environmental conditions could prevent satisfactory accomplishment of the specified safety-related electrical equipment required safety functions, is qualified as required. However, as stated previously, the RCP backup oil lift pump motors and an emergency supply to a Containment Lighting Panel are located inside containment and are not environmentally qualified. This condition has existed since the original design of the DC System DBNPS in the 1970s. The apparent cause for the inadequate design of the DC System with respect to electrical separation is a lack of analysis and/or documentation to support multiple high impedance faults on safety-related components induced by harsh environments, and their impact on safety-related components.
The automatic transfer switches were installed in the early 1980s in response to NRC Bulletin 79-27, ""Loss of Non-Class-1-E Instrumentation and Control Power System Bus During Operation."" The intent of Bulletin 79-27 was to ensure that the loss of power to any bus in the plant electric distribution system would not result in control system actions that would cause a plant upset or transient condition requiring operator action concurrent with the loss of control room information upon which these actions would be based. The apparent cause of this issue is also inadequate design analysis in that the requirements of Safety Guide 6 were not addressed during the modification process that installed these switches, and may have been overlooked altogether during the design reviews.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"
On May 19, 2012, personnel in the Outage Control Center (OCC) heard reports that battery testing was field complete and that the battery met the test acceptance criteria; however, there was still paperwork to review. The mindset of station personnel was that the DC train 1 power source was functional, and that the transfer from alternate to normal alignment was part of restoration of the power source to a functional state after maintenance. Personnel knew the DC distribution trains were cross-tied to one power source, but did not realize that during fuel handling activities the cross-tie provided the Loss of Power Start function for the Operable EDG 1.
The cause of this event was determined to be less than adequate administrative controls for maintaining the DC System power source operability with the system cross-tied during shutdown conditions.","['decision making', 'effective safety communication', 'leadership safety values and actions', 'work processes']"
Davis-Besse,"
The most probable cause of the seal cavity vent line to elbow socket weld failure was high cycle fatigue. This high cycle fatigue was believed to be due to a less than adequate design modification to minimize vibration in combination with a discontinuity in the socket weld root. Metallurgical testing and examination is required to confirm or disprove this cause of the weld failure. However, repair of the weld involved grinding out the weld indication and performing a weld repair of the removed material. As such, metallurgical testing and evaluation of the failed weld was not possible to confirm this failure mode. Industry operating experience indicates the majority of socket weld failures occur due to high cycle fatigue, and piping vibrations were measured during RCP operation to support this most probable cause.
The existing seal line vent configuration for RCP 1-2 has existed since 1990, when the piping was lengthened by approximately five inches to accept a new style of RCP seal. The piping modification performed at that time did not appear to consider the impact of changing the vent line piping to accommodate the new seals would have on the socket-welded pipe. Small changes to small bore piping can affect the piping resonance frequency, resulting in higher amplitude vibrations, potentially resulting in a high-cycle fatigue failure.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"The RCP motor trip was caused by a failure of terminal block screws and CT wiring degradation. The CT wiring was found with two areas of damage caused by corona discharge from the 13.8 KV buss bar. The damage occurred where the CT wiring was touching the high voltage buss bar insulation in the RCP Motor 1-2 termination box. The wiring and the terminal block and screws had been installed approximately three years prior to the event in 2010. The wiring appears to have been installed in the same manner as the original CT wiring. However, the replacement wiring was more flexible than the original wiring which may have allowed the wiring to move during RCP operation due to vibration or due to changing magnetic fields when starting the RCP. The degradation occurred after the wire moved such that it touched the buss bar insulation.
The 2010 replacement terminal block screws degraded and failed due to stress and cycle fatigue. The terminal block is located in a hot, moist environment and is subject to vibration from the RCP motor. The originally installed screws, replaced in 2010, had lasted over 30 years and not failed. The replacement screws were likely substandard and would not have met the requirements of the originally installed equipment. The replacement terminal block and screws were purchased commercial grade. The material was not checked to ensure the terminal block screws would meet the applicable standards for quality or the application where the screws were used.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"
The laboratory failure analysis concluded that the cause of the RCP 1-2 seal cavity vent line flange socket weld failure was high cycle fatigue. This high cycle fatigue was due to a less than adequate consideration of piping vibration during a previous modification. The existing seal line vent configuration for RCP 1-2 has existed since 1990, when the piping was lengthened by approximately five inches to accept a new style of RCP seal. The piping modification performed at that time did not appear to consider the impact of changing the vent line piping to accommodate the new seals would have on the socket-welded pipe. Small changes to small bore piping can affect the piping resonance frequency, resulting in higher amplitude vibrations, potentially resulting in a high-cycle fatigue failure.","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"During the Eighteenth Refueling Outage, a Containment Electrical Penetration [NH-PEN] was replaced that contained wiring for the affected CRDM position indications. When the old penetration was being disconnected, it was discovered the cable designation scheme tags on the wires inside of containment were difficult to read. When the new penetration was installed, new cable scheme tags were placed on the nine existing field cables containing five wires each. The penetration was apparently connected improperly due to some of the cable scheme tags not being replaced correctly during the penetration replacement. The post maintenance testing detailed in the work order for replacement of the Containment Electrical Penetration was not sufficient to detect the improper connections prior to startup testing of the Control Rod Drive System.","['personal accountability', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The direct cause of the CRDM 4-3 high temperature was the inadvertent disengagement of the cooling line quick disconnect fitting while moving the flexible hoses to provide clearance for replacement of the CRDM 7-4 Position Indication Tube. This was due to the Position Indication Tube replacement activity being conducted without completely identifying and assessing all risks and consequences. The work was performed by FENOC workers who had not previously performed the task, with the Integrated Head Assembly on the Reactor Vessel at normal operating temperature and pressure, all CRDM cooling lines connected and in service, while simultaneously performing Control Rod surveillance testing. Replacement of the Position Indication Tubes is typically performed by outside contractors with the unit shut down, the cooling lines disconnected, and the Integrated Head Assembly removed from the Reactor Vessel. The workers were briefed for personnel safety issues including heat stress and personal protective equipment, radiological conditions, foreign material exclusion, and proper work document adherence, and received training on an equipment mock-up prior to actual work performance. However, the potential risk associated with the cooling line quick disconnect fittings was not recognized.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"A direct cause of Mechanical Penetration Room 4 Door 308 failure to latch was a design flaw that could cause the mortise/latch fingers to stick, preventing the door from opening and closing as required. This design flaw was not identified during the original testing of the commercial mortise/latch due to inadequate testing by the vendor of the original style mortise/latch. The vendor had a modified version of the mortise/latch body to correct the problem available, but not yet in full production.
A second direct cause of Door 308 failure to properly open and close is that the door closer stuck in the partially open position. The door closer for Door 308 was an adjustable, one size fits all, door closer that was not properly sized for the application. While the closer may have been the strongest available from the vendor and the best available model at the time of selection, it did not have sufficient strength to close the door against the normal forces placed on the door by ventilation or to prevent the door from slamming closed during off normal ventilation conditions. The selection of the door closer is a latent design issue potentially going back to original plant design.
The root cause of Door 308 failing to close was that effective corrective actions were not taken to correct door failures. The door closer had been replaced numerous times with like for like components, and issues with the door not closing properly had been experienced for more than 10 years and possibly since original installation without taking adequate corrective actions.","['problem identification and resolution', 'work processes']"
Davis-Besse,"The cause of this event was related to the evolution of the fuel vendor's modeling. The fuel vendor's previous models for fuel rod thermal mechanical performance inadequately addressed the thermal conductivity degradation effect. The deficiency was identified while developing new computer models, which utilized updated data and incorporated a greater understanding of the fuel rod thermal mechanical performance.","['continuous learning', 'problem identification and resolution']"
Davis-Besse,"During initial plant licensing, the DBNPS Preliminary Safety Analysis Report stated the BWST could be aligned to the SFP System for purification. The initial system operating procedure for the SFP Cooling and Purification System included instructions to align the BWST for purification, and did not reference the BWST TS. Personnel did not recognize that aligning a seismic system to a non-seismic system could affect the operability of the BWST as specified by the TS. This alignment was used in the early 1980's while the plant was in Modes 5 and 6 in conformance with the TS. In 1988, the operating procedures for the BWST and SFP Cooling and Purification System were combined into one procedure, and during the consolidation references to the applicable TS were removed.
In 1991, the BWST was aligned to the SFP purification with the plant in Mode 1, and since that time the BWST has been consistently aligned to the SFP Purification System for a few weeks before and after refueling outages to purify the BWST water.
In 2010, an industry Operating Experience (OE) was issued describing a similar condition at another facility where the purification of a borated water source in Modes 1 through 4 via a non- seismic system rendered the water source inoperable. The evaluation of this industry OE - concluded the BWST remained Operable when aligned to the SFP Cooling and Cleanup System because the BWST is not required to mitigate a seismic event per the DBNPS design basis. The Operability requirements of the BWST per TS 3.5.4 were not addressed in the OE evaluation. Review of additional OE related to this issue, including NRC Information Notice (IN) 2012-01, failed to recognize the established industry and NRC position that alignment of the seismic BWST to a non-seismic purification system rendered the BWST Inoperable during Modes 1 through 4.
The cause of the seismic BWST being aligned to the non-seismic SFP Purification system in Modes 1 through 4, therefore rendering the BWST inoperable, was due to misinterpretation of the operability requirements of the BWST during the original design phase of the DBNPS. Contributing to this event is that Operating Experience evaluations failed to recognize established NRC positions, and the expectations of Supervision/Management regarding Information Notices or NRC positions in other OEs were not defined.","['continuous learning', 'decision making', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The Root Cause process is designed to methodically process an event through a structured investigation system to identify causal factors, failed barriers, and root and contributing causes. Proper implementation of Root Cause methodologies will generally drive the investigation to evaluate latent organizational weaknesses or drivers and safety culture issues. By performing the Root Cause evaluation on a perceived cause of the 2006 event verses the terminal event, the investigation overlooked program implementation details that were crucial to establishing effective corrective actions. The Root Cause was determined to be the failure to establish a proper level of verification to ensure the quality of an engineering tool commensurate with ensuring safety, and the preventive action for this cause was to perform an independent horizontal review of the modeling data. This preventive action was to be implemented as part of a vendor project to convert the FAC software to the latest version. Since the Root Cause evaluation was focused on identifying organizational and programmatic issues, it did not investigate the fundamentals of the FAC software project to identify that the software conversion project did not include validating all data inputs.","['continuous learning', 'leadership safety values and actions', 'problem identification and resolution']"
Davis-Besse,"The direct cause of SW1 395 being de-energized in the open position rendering SW Train 2 inoperable was breaker BF1277 was most likely bumped by personnel working or traversing
through the SW Pump room. Work to replace SW Pump 1 motor was ongoing during the 24 hour window prior to discovering the open breaker.
The root cause of breaker BF1277 being inadvertently bumped is that station management did not fully recognize the risk of not protecting the breaker from being mispositioned. The fleet has a component control program that utilizes a graded approach for establishing a bumping prevention / mitigation plan, which considers the probability of a bumping incident in addition to the immediate consequences of a change in position. The criteria for considering installation of breaker covers only included (at the time BF1277 was evaluated) consideration of the immediate consequences of the mispositioning.","['decision making', 'personal accountability', 'work processes']"
Davis-Besse,"
The most likely cause of the APSR at location F12 being disconnected during Cycle 18 is a work practice error during the coupling process. The coupling procedure lacks positive verification of APSR coupling (such as the weight addition of the APSR to the leadscrew after coupling is completed) since visual verification is not practicable.
This condition was not detected during the conduct of Surveillance Requirements associated with Technical Specification 3.1.6 and 3.1.7 (APSR alignment and Absolute Position Indication/Relative Position Indication Operability) due to the method used to determine APSR position.","['continuous learning', 'problem identification and resolution', 'work processes']"
